laptop_ID,Company,TypeName,Product,Inches,DisplayType,Touchscreen,IPS Panel,ResolutionWidth,ResolutionHeight,CpuBrand,CpuProduct,CpuClockSpeed_GHz,Ram_GB,PrimaryMemory,SecondaryMemory,PrimaryMemorySize,SecondaryMemorySize,MemorySize_GB,Gpu_Brand,Gpu_Product,OpSys,Weight_kg,Price_euros
291,Lenovo,Notebook,Thinkpad T570,15.6,Full HD,None,Present,1920,1080,Intel,Core i7 7500U,2.7,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 630,Windows 10,1.95,1097.0
292,Asus,Ultrabook,VivoBook S15,15.6,Full HD,None,None,1920,1080,Intel,Core i5 7200U,2.5,8,SSD,None,256.0,0.0,256.0,Nvidia,GeForce 940MX,Windows 10,1.7,977.0
293,Lenovo,Gaming,Legion Y520-15IKBN,15.6,Full HD,None,Present,1920,1080,Intel,Core i7 7700HQ,2.8,16,SSD,Present,256.0,1000.0,1256.0,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.5,1179.0
294,Lenovo,Notebook,IdeaPad 320-15IKB,15.6,Full HD,None,None,1920,1080,Intel,Core i7 7500U,2.7,8,HDD,None,1000.0,0.0,1000.0,Nvidia,GeForce 940MX,No OS,2.2,659.01
295,Acer,Notebook,Chromebook C910-C2ST,15.6,,,,1366,768,Intel,Celeron Dual Core 3205U,1.5,2,SSD,None,16.0,0.0,16.0,Intel,HD Graphics,Chrome OS,2.19,199.0
296,Asus,Gaming,FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce,17.3,Full HD,None,None,1920,1080,Intel,Core i7 7700HQ,2.8,8,HDD,None,1000.0,0.0,1000.0,Nvidia,GeForce GTX 1050,Windows 10,3.0,1187.0
297,HP,Notebook,17-BS037cl (i3-6006U/8GB/1TB/W10),17.3,,,,1600,900,Intel,Core i3 6006U,2.0,8,HDD,None,1000.0,0.0,1000.0,Intel,HD Graphics 520,Windows 10,2.54,489.0
298,Dell,Notebook,XPS 15,15.6,Full HD,None,None,1920,1080,Intel,Core i7 7700HQ,2.8,8,SSD,None,256.0,0.0,256.0,Nvidia,GeForce GTX 1050,Windows 10,2.0,1829.0
299,Lenovo,Notebook,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10),15.6,Full HD,None,None,1920,1080,Intel,Core i5 8250U,1.6,8,SSD,None,256.0,0.0,256.0,Intel,UHD Graphics 620,Windows 10,2.05,739.0
300,Lenovo,Gaming,Legion Y720-15IKB,15.6,Full HD,None,Present,1920,1080,Intel,Core i7 7700HQ,2.8,8,HDD,None,1000.0,0.0,1000.0,Nvidia,GeForce GTX 1060,Windows 10,3.2,1299.0
301,Acer,Notebook,Aspire A715-71G,15.6,Full HD,None,None,1920,1080,Intel,Core i7 7700HQ,2.8,8,SSD,None,256.0,0.0,256.0,Nvidia,GeForce GTX 1050 Ti,Linux,2.5,979.0
302,Dell,Workstation,Precision 7720,17.3,Full HD,None,None,1920,1080,Intel,Core i7 7820HQ,2.9,16,SSD,None,256.0,0.0,256.0,Nvidia,Quadro M1200,Windows 10,3.42,2884.86
303,Lenovo,Notebook,IdeaPad 310-15ABR,15.6,Full HD,None,None,1920,1080,AMD,A10-Series 9600P,2.4,6,HDD,None,1000.0,0.0,1000.0,AMD,Radeon R5 430,Windows 10,2.4,499.0
304,Asus,Ultrabook,ZenBook UX530UQ-PRO,15.6,Full HD,None,None,1920,1080,Intel,Core i7 7500U,2.7,16,SSD,None,512.0,0.0,512.0,Nvidia,GeForce 940MX,Windows 10,1.63,1468.0
305,Asus,Notebook,VivoBook S14,14.0,,,,1366,768,Intel,Core i3 7100U,2.4,4,SSD,None,128.0,0.0,128.0,Intel,HD Graphics 620,Windows 10,1.3,509.0
306,Asus,Gaming,Rog GL702VS-GC095T,17.3,Full HD,None,None,1920,1080,Intel,Core i7 7700HQ,2.8,16,SSD,Present,256.0,1000.0,1256.0,Nvidia,GeForce GTX 1070,Windows 10,2.9,2122.0
307,Lenovo,Notebook,IdeaPad 320-17IKB,17.3,,,,1600,900,Intel,Core i5 7200U,2.5,6,HDD,None,1000.0,0.0,1000.0,Nvidia,GeForce GTX 940M,Windows 10,2.8,649.0
308,Lenovo,Notebook,IdeaPad 320-15IKBN,15.6,,,,1366,768,Intel,Core i5 7200U,2.5,8,HDD,None,2000.0,0.0,2000.0,Nvidia,GeForce 940MX,No OS,2.2,549.0
309,Asus,Gaming,GL553VE-FY082T (i7-7700HQ/8GB/1TB,15.6,Full HD,None,None,1920,1080,Intel,Core i7 7700HQ,2.8,8,SSD,Present,128.0,1000.0,1128.0,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.5,1265.0
310,Lenovo,Notebook,IdeaPad 320-15IAP,15.6,,,,1366,768,Intel,Pentium Quad Core N4200,1.1,4,HDD,None,1000.0,0.0,1000.0,Intel,HD Graphics 505,No OS,2.2,359.99
311,HP,2 in 1 Convertible,EliteBook x360,13.3,Full HD,Present,None,1920,1080,Intel,Core i7 7600U,2.8,16,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.28,1975.0
312,Toshiba,Notebook,Satellite Pro,15.6,Full HD,None,Present,1920,1080,Intel,Core i7 6500U,2.5,8,SSD,None,256.0,0.0,256.0,Nvidia,GeForce 930M,Windows 10,2.2,1043.0
313,Lenovo,Notebook,IdeaPad 320-15IKB,15.6,Full HD,None,None,1920,1080,Intel,Core i5 7200U,2.5,8,SSD,Present,128.0,1000.0,1128.0,Nvidia,GeForce 940MX,Windows 10,2.3,819.0
314,HP,Notebook,250 G6,15.6,Full HD,None,None,1920,1080,Intel,Core i3 6006U,2.0,4,HDD,None,1000.0,0.0,1000.0,Intel,HD Graphics 520,Windows 10,1.86,469.0
315,Lenovo,Notebook,IdeaPad 720S-13IKB,13.3,Full HD,None,Present,1920,1080,Intel,Core i5 7200U,2.5,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.1,999.0
316,Dell,Ultrabook,XPS 13,13.3,4K Ultra HD,Present,Present,3840,2160,Intel,Core i7 8550U,1.8,16,SSD,None,1000.0,0.0,1000.0,Intel,UHD Graphics 620,Windows 10,1.21,2499.0
317,MSI,Gaming,GE63VR 7RF,15.6,Full HD,None,Present,1920,1080,Intel,Core i7 7700HQ,2.8,16,SSD,Present,256.0,1000.0,1256.0,Nvidia,GeForce GTX 1070,Windows 10,2.8,2099.0
318,Acer,Notebook,ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10),15.6,Full HD,None,None,1920,1080,AMD,A8-Series 7410,2.2,8,SSD,None,256.0,0.0,256.0,AMD,Radeon R5,Windows 10,2.23,469.0
319,Asus,2 in 1 Convertible,VivoBook Flip,11.6,,Present,None,1366,768,Intel,Celeron Dual Core N3350,1.1,2,FlashStorage,None,32.0,0.0,32.0,Intel,HD Graphics 500,Windows 10,1.1,275.0
320,Dell,Notebook,Inspiron 5570,15.6,Full HD,None,None,1920,1080,Intel,Core i5 8250U,1.6,8,SSD,Present,128.0,1000.0,1128.0,AMD,Radeon 530,Windows 10,2.33,844.0
321,HP,2 in 1 Convertible,Spectre x360,13.3,4K Ultra HD,Present,Present,3840,2160,Intel,Core i7 8550U,1.8,16,SSD,None,1000.0,0.0,1000.0,Intel,UHD Graphics 620,Windows 10,1.29,2449.0
322,Lenovo,Notebook,ThinkPad 13,13.3,,,,1366,768,Intel,Celeron Dual Core 3855U,1.6,4,FlashStorage,None,16.0,0.0,16.0,Intel,HD Graphics 510,Chrome OS,1.45,459.9
323,HP,Notebook,ProBook 640,14.0,Full HD,None,None,1920,1080,Intel,Core i5 7200U,2.5,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.95,980.0
324,Acer,Notebook,TravelMate B,11.6,,,,1366,768,Intel,Pentium Quad Core N3710,1.6,4,FlashStorage,None,128.0,0.0,128.0,Intel,HD Graphics 405,Windows 10,1.4,485.0
325,HP,Notebook,Elitebook 840,14.0,Full HD,None,None,1920,1080,Intel,Core i7 7500U,2.7,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.48,1292.0
326,Lenovo,Notebook,IdeaPad 320-17IKB,17.3,,,,1600,900,Intel,Core i5 7200U,2.5,4,HDD,None,1000.0,0.0,1000.0,Nvidia,GeForce 920MX,Windows 10,2.79,589.0
327,Asus,Notebook,ZenBook UX410UA-GV183T,14.0,Full HD,None,None,1920,1080,Intel,Core i7 7500U,2.7,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,2.0,1094.0
329,HP,Notebook,ProBook 450,15.6,Full HD,None,Present,1366,768,Intel,Core i7 8550U,1.8,8,HDD,None,1000.0,0.0,1000.0,Intel,UHD Graphics 620,Windows 10,2.1,902.0
330,Acer,Notebook,Aspire 5,15.6,,,,1366,768,AMD,A12-Series 9720P,2.7,8,SSD,None,256.0,0.0,256.0,AMD,Radeon RX 540,Windows 10,2.2,659.0
331,Lenovo,Notebook,IdeaPad 120S-14IAP,14.0,,,,1366,768,Intel,Celeron Dual Core N3350,1.1,4,FlashStorage,None,32.0,0.0,32.0,Intel,HD Graphics 500,Windows 10,1.44,292.0
332,Acer,Notebook,Aspire E5-575,15.6,,,,1366,768,Intel,Core i5 7200U,2.5,6,HDD,None,1000.0,0.0,1000.0,Intel,HD Graphics 620,Windows 10,2.23,549.0
333,Asus,Ultrabook,VivoBook S15,15.6,Full HD,None,None,1920,1080,Intel,Core i7 7500U,2.7,8,SSD,None,256.0,0.0,256.0,Nvidia,GeForce 940MX,Windows 10,1.7,1049.9
334,HP,Ultrabook,Elitebook 820,12.5,Full HD,None,None,1920,1080,Intel,Core i7 7500U,2.7,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.26,1335.0
335,Dell,Notebook,XPS 15,15.6,4K Ultra HD,Present,None,3840,2160,Intel,Core i7 7700HQ,2.8,32,SSD,None,1000.0,0.0,1000.0,Nvidia,GeForce GTX 1050,Windows 10,2.06,2639.0
336,MSI,Gaming,GL72M 7REX,17.3,Full HD,None,None,1920,1080,Intel,Core i7 7700HQ,2.8,8,SSD,Present,256.0,1000.0,1256.0,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.7,1199.0
337,Toshiba,Notebook,Satellite Pro,15.6,Full HD,None,Present,1920,1080,Intel,Core i5 7200U,2.5,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,2.0,943.0
338,Asus,Notebook,UX510UX-CN269T (i7-7500U/8GB/256GB,14.0,Full HD,None,None,1920,1080,Intel,Core i7 7500U,2.7,8,SSD,Present,256.0,1000.0,1256.0,Intel,HD Graphics 620,Windows 10,2.0,1334.0
339,Lenovo,Notebook,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),15.6,Full HD,None,None,1920,1080,Intel,Core i3 6006U,2.0,4,HDD,None,1000.0,0.0,1000.0,Intel,HD Graphics 520,Windows 10,1.85,449.0
340,Asus,Gaming,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,15.6,Full HD,None,None,1920,1080,Intel,Core i7 7700HQ,2.8,8,SSD,None,256.0,0.0,256.0,Nvidia,GeForce GTX 1050,Windows 10,2.5,999.0
341,HP,Notebook,EliteBook 840,14.0,Full HD,None,None,1920,1080,Intel,Core i5 7300U,2.6,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.48,1268.0
342,Dell,Ultrabook,Inspiron 7570,15.6,Full HD,None,Present,1920,1080,Intel,Core i5 8250U,1.6,8,SSD,Present,128.0,1000.0,1128.0,Nvidia,GeForce 940MX,Windows 10,1.9,1049.0
343,HP,Notebook,Elitebook 850,15.6,Full HD,None,None,1920,1080,Intel,Core i5 7200U,2.5,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.84,1144.0
344,Asus,Notebook,X541NA (N3350/4GB/1TB/Linux),15.6,,,,1366,768,Intel,Celeron Dual Core N3350,1.1,4,HDD,None,1000.0,0.0,1000.0,Intel,HD Graphics 500,Linux,2.0,274.99
345,Dell,Notebook,Inspiron 7570,15.6,Full HD,None,None,1920,1080,Intel,Core i5 8250U,1.6,8,SSD,None,256.0,0.0,256.0,Nvidia,GeForce 940MX,Windows 10,2.0,1142.75
346,Dell,Notebook,Inspiron 3552,15.6,,,,1366,768,Intel,Celeron Dual Core N3060,1.6,4,HDD,None,500.0,0.0,500.0,Intel,HD Graphics,Linux,2.2,274.9
347,Lenovo,Notebook,IdeaPad 320-15ABR,15.6,Full HD,None,None,1920,1080,AMD,A12-Series 9720P,3.6,12,HDD,None,2000.0,0.0,2000.0,AMD,Radeon 530,Windows 10,2.2,899.0
348,HP,Notebook,ProBook 450,15.6,Full HD,None,Present,1920,1080,Intel,Core i3 7100U,2.4,8,HDD,None,1000.0,0.0,1000.0,Nvidia,GeForce 930MX ,Windows 10,2.1,716.0
349,Lenovo,2 in 1 Convertible,Yoga 920-13IKB,13.9,4K Ultra HD,Present,Present,3840,2160,Intel,Core i7 8550U,1.8,16,SSD,None,512.0,0.0,512.0,Intel,UHD Graphics 620,Windows 10,1.4,2099.0
350,Dell,Ultrabook,XPS 13,13.3,Full HD,None,None,1920,1080,Intel,Core i7 8550U,1.8,8,SSD,None,256.0,0.0,256.0,Intel,UHD Graphics 620,Windows 10,1.2,1579.0
351,Lenovo,Gaming,Legion Y520-15IKBN,15.6,Full HD,None,Present,1920,1080,Intel,Core i7 7700HQ,2.8,16,SSD,Present,256.0,2000.0,2256.0,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.4,1129.0
352,HP,Notebook,Stream 14-AX001nv,14.0,,,,1366,768,Intel,Celeron Dual Core N3060,1.6,2,FlashStorage,None,32.0,0.0,32.0,Intel,HD Graphics 400,Windows 10,1.44,279.0
353,Dell,Ultrabook,Latitude 5590,15.6,Full HD,None,None,1920,1080,Intel,Core i7 8650U,1.9,16,SSD,Present,512.0,256.0,768.0,Intel,UHD Graphics 620,Windows 10,1.88,1607.96
354,Asus,2 in 1 Convertible,VivoBook Flip,11.6,,Present,None,1366,768,Intel,Celeron Dual Core N3350,1.1,4,FlashStorage,None,32.0,0.0,32.0,Intel,HD Graphics 500,Windows 10,1.5,375.0
355,Dell,Ultrabook,Inspiron 5570,15.6,Full HD,None,None,1920,1080,Intel,Core i5 8250U,1.6,8,HDD,None,1000.0,0.0,1000.0,AMD,Radeon 530,Windows 10,1.9,663.0
356,Dell,Notebook,XPS 15,15.6,4K Ultra HD,Present,None,3840,2160,Intel,Core i7 7700HQ,2.8,16,SSD,None,512.0,0.0,512.0,Nvidia,GeForce GTX 1050,Windows 10,2.06,2027.42
357,HP,Notebook,Elitebook 850,15.6,Full HD,None,None,1920,1080,Intel,Core i7 7500U,2.7,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.84,1304.0
358,MSI,Gaming,GP72MVR 7RFX,17.3,Full HD,None,None,1920,1080,Intel,Core i7 7700HQ,2.8,8,SSD,Present,128.0,1000.0,1128.0,Nvidia,GeForce GTX 1060,Windows 10,2.7,1409.0
359,HP,Workstation,Zbook 15,15.6,Full HD,None,None,1920,1080,Intel,Core i7 7700HQ,2.8,8,SSD,None,256.0,0.0,256.0,Nvidia,Quadro M1200,Windows 10,2.6,1738.27
360,Toshiba,Notebook,Tecra A50-C-21G,15.6,Full HD,None,Present,1920,1080,Intel,Core i7 6500U,2.5,16,SSD,None,512.0,0.0,512.0,Nvidia,GeForce 930M,Windows 10,2.4,1403.0
361,Dell,Notebook,Inspiron 5570,15.6,Full HD,None,None,1920,1080,Intel,Core i7 8550U,1.8,8,SSD,Present,128.0,2000.0,2128.0,AMD,Radeon 530,Windows 10,2.02,970.9
362,Lenovo,Notebook,IdeaPad 320-15IAP,15.6,,,,1366,768,Intel,Celeron Dual Core N3350,1.1,4,HDD,None,1000.0,0.0,1000.0,Intel,HD Graphics 500,No OS,2.2,321.99
363,Dell,Gaming,Inspiron 7577,15.6,Full HD,None,None,1920,1080,Intel,Core i5 7300HQ,2.5,8,HDD,None,1000.0,0.0,1000.0,Nvidia,GeForce GTX 1050,Windows 10,2.65,999.0
364,Dell,Notebook,Inspiron 3567,15.6,,Present,None,1366,768,Intel,Core i5 7200U,2.5,8,HDD,None,2000.0,0.0,2000.0,Intel,HD Graphics 620,Windows 10,2.36,557.37
365,Dell,Notebook,Latitude 7480,14.0,Full HD,None,None,1920,1080,Intel,Core i5 7300U,2.6,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.36,1427.0
366,HP,Notebook,250 G6,15.6,,,,1366,768,Intel,Core i3 6006U,2.0,4,HDD,None,500.0,0.0,500.0,Intel,HD Graphics 520,Windows 10,1.86,439.0
367,Asus,Notebook,Zenbook UX410UA-GV027T,14.0,Full HD,None,None,1920,1080,Intel,Core i5 7200U,2.5,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,2.0,945.0
368,Lenovo,Notebook,IdeaPad 320-17IKB,17.3,,,,1600,900,Intel,Core i5 7200U,2.5,6,SSD,Present,128.0,1000.0,1128.0,Nvidia,GeForce GTX 940MX,Windows 10,2.8,719.0
369,HP,Notebook,250 G6,15.6,Full HD,None,None,1920,1080,Intel,Core i5 7200U,2.5,8,HDD,None,1000.0,0.0,1000.0,Intel,HD Graphics 620,Windows 10,1.86,639.0
370,Lenovo,Notebook,IdeaPad 320-15ISK,15.6,,,,1366,768,Intel,Core i3 6006U,2.0,8,SSD,None,256.0,0.0,256.0,Nvidia,GeForce 920MX ,No OS,2.2,499.0
371,HP,Notebook,15-AY023na (N3710/8GB/2TB/W10),15.6,,,,1366,768,Intel,Pentium Quad Core N3710,1.6,8,HDD,None,2000.0,0.0,2000.0,Intel,HD Graphics 405,Windows 10,2.04,389.0
372,Dell,Notebook,Inspiron 5770,17.3,Full HD,None,None,1920,1080,Intel,Core i5 8250U,1.6,8,SSD,Present,128.0,1000.0,1128.0,AMD,Radeon 530,Windows 10,2.8,1085.0
373,Lenovo,Gaming,Legion Y520-15IKBN,15.6,Full HD,None,Present,1920,1080,Intel,Core i5 7300HQ,2.5,8,SSD,Present,128.0,1000.0,1128.0,Nvidia,GeForce GTX 1050,No OS,2.4,809.0
374,Dell,Notebook,Inspiron 5567,15.6,Full HD,None,None,1920,1080,Intel,Core i7 7500U,2.7,8,SSD,None,256.0,0.0,256.0,AMD,Radeon R7 M445,Windows 10,2.33,899.0
375,HP,Ultrabook,Elitebook 1040,14.0,Full HD,None,Present,1920,1080,Intel,Core i7 7500U,2.7,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.36,1750.0
376,Asus,2 in 1 Convertible,ZenBook Flip,15.6,Full HD,Present,None,1920,1080,Intel,Core i7 7500U,2.7,12,SSD,Present,512.0,2000.0,2512.0,Nvidia,GeForce GT 940MX,Windows 10,2.26,1099.0
377,Acer,Notebook,Aspire 3,15.6,,,,1366,768,AMD,A9-Series 9420,3.0,4,SSD,None,128.0,0.0,128.0,AMD,Radeon R5,Windows 10,2.1,426.0
378,Asus,Gaming,Rog Strix,17.3,Full HD,None,Present,1920,1080,AMD,Ryzen 1700,3.0,16,SSD,Present,256.0,1000.0,1256.0,AMD,Radeon RX 580,Windows 10,3.25,2199.0
379,Lenovo,Notebook,IdeaPad 110-17ACL,17.3,,,,1600,900,AMD,A8-Series 7410,2.2,4,SSD,None,128.0,0.0,128.0,AMD,Radeon R5,Windows 10,2.6,489.0
380,Dell,2 in 1 Convertible,Inspiron 5379,13.3,Full HD,Present,None,1920,1080,Intel,Core i7 8550U,1.8,8,SSD,None,256.0,0.0,256.0,Intel,UHD Graphics 620,Windows 10,1.62,869.01
381,HP,Notebook,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),15.6,Full HD,None,None,1920,1080,AMD,A9-Series 9420,3.0,4,SSD,None,256.0,0.0,256.0,AMD,Radeon R5,Windows 10,1.91,488.99
382,Lenovo,Netbook,Yoga 11e,11.6,,None,Present,1366,768,Intel,Celeron Quad Core N3450,1.1,4,SSD,None,128.0,0.0,128.0,Intel,HD Graphics 500,Windows 10,1.59,553.0
383,Dell,Notebook,Inspiron 3552,15.6,,,,1366,768,Intel,Celeron Dual Core N3060,1.6,4,HDD,None,500.0,0.0,500.0,Intel,HD Graphics 400,Windows 10,1.8,309.0
384,Asus,Notebook,VivoBook E403NA,14.0,,,,1366,768,Intel,Celeron Dual Core N3350,1.1,4,FlashStorage,None,32.0,0.0,32.0,Intel,HD Graphics 500,Windows 10,1.5,286.0
385,Acer,Notebook,Aspire 7,15.6,Full HD,None,None,1920,1080,Intel,Core i7 7700HQ,2.8,8,HDD,None,1000.0,0.0,1000.0,Nvidia,GeForce GTX 1050,Linux,2.4,846.0
386,HP,Gaming,Omen 17-w212nv,17.3,Full HD,None,Present,1920,1080,Intel,Core i7 7700HQ,2.8,8,SSD,Present,128.0,1000.0,1128.0,Nvidia,GeForce GTX 1050,Windows 10,3.35,1191.0
387,Lenovo,Notebook,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,15.6,Full HD,None,None,1920,1080,Intel,Core i3 6006U,2.0,4,SSD,None,128.0,0.0,128.0,Intel,HD Graphics 520,No OS,1.85,403.5
388,Asus,Gaming,ROG Strix,15.6,Full HD,None,Present,1920,1080,Intel,Core i7 7700HQ,2.8,8,SSD,Present,128.0,1000.0,1128.0,Nvidia,GeForce GTX 1060,Windows 10,2.3,1655.0
389,Lenovo,Notebook,IdeaPad 720S-14IKB,14.0,Full HD,None,Present,1920,1080,Intel,Core i5 7200U,2.5,8,SSD,None,256.0,0.0,256.0,Nvidia,GeForce 940MX,Windows 10,1.5,1099.0
390,Asus,Ultrabook,Zenbook Flip,13.3,Full HD,Present,None,1920,1080,Intel,Core i7 7500U,2.7,16,SSD,None,512.0,0.0,512.0,Intel,HD Graphics 620,Windows 10,1.1,1748.9
391,Lenovo,Ultrabook,Thinkpad X1,14.0,,None,Present,2560,1440,Intel,Core i7 7500U,2.7,8,SSD,None,512.0,0.0,512.0,Intel,HD Graphics 620,Windows 10,1.13,2282.0
392,Lenovo,Notebook,Ideapad 510S-13IKB,13.3,Full HD,None,Present,1920,1080,Intel,Core i3 7100U,2.4,4,SSD,None,128.0,0.0,128.0,Intel,HD Graphics 620,Windows 10,1.5,549.0
393,Dell,Workstation,Precision 3510,15.6,Full HD,None,None,1920,1080,Intel,Core i5 6440HQ,2.6,8,HDD,None,500.0,0.0,500.0,AMD,FirePro W5130M,Windows 10,2.23,1369.0
394,Dell,Workstation,Precision 5520,15.6,Full HD,None,Present,1920,1080,Intel,Core i7 6820HQ,2.7,8,SSD,None,256.0,0.0,256.0,Nvidia,Quadro M1200,Windows 10,2.0,2135.0
395,Lenovo,2 in 1 Convertible,ThinkPad X1,14.0,,Present,None,2560,1440,Intel,Core i7 7500U,2.7,16,SSD,None,512.0,0.0,512.0,Intel,HD Graphics 620,Windows 10,1.42,2509.0
396,Asus,Gaming,Rog GL753VD-GC042T,17.3,Full HD,None,None,1920,1080,Intel,Core i7 7700HQ,2.8,8,HDD,None,1000.0,0.0,1000.0,Nvidia,GeForce GTX 1050,Windows 10,3.0,1039.0
397,Asus,Gaming,Rog GL753VE-GC070T,17.3,Full HD,None,None,1920,1080,Intel,Core i7 7700HQ,2.8,16,SSD,Present,256.0,1000.0,1256.0,Nvidia,GeForce GTX 1050 Ti,Windows 10,3.0,1591.0
399,Acer,Notebook,Aspire 5,15.6,,None,Present,1366,768,Intel,Core i5 8250U,1.6,12,HDD,None,1000.0,0.0,1000.0,Nvidia,GeForce MX130,Windows 10,2.2,693.99
400,MSI,Gaming,Leopard GP72M,17.3,Full HD,None,None,1920,1080,Intel,Core i7 7700HQ,2.8,8,SSD,None,256.0,0.0,256.0,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.7,1349.0
401,Dell,Notebook,Inspiron 5567,15.6,Full HD,None,None,1920,1080,Intel,Core i7 7500U,2.7,8,SSD,None,256.0,0.0,256.0,AMD,Radeon R7 M445,Linux,2.33,778.87
402,HP,Ultrabook,15-BW004nv (A9-9420/4GB/256GB/Radeon,15.6,Full HD,None,None,1920,1080,AMD,A9-Series 9420,3.0,4,SSD,None,256.0,0.0,256.0,AMD,Radeon 520,Windows 10,1.91,499.0
403,Lenovo,Notebook,ThinkPad E580,15.6,Full HD,None,Present,1920,1080,Intel,Core i7 8550U,1.8,8,SSD,None,256.0,0.0,256.0,AMD,Radeon RX 550,Windows 10,2.1,1229.56
404,Lenovo,Notebook,ThinkPad L470,14.0,Full HD,None,Present,1920,1080,Intel,Core i5 7200U,2.5,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.9,938.0
405,Dell,Workstation,Precision M5520,15.6,4K Ultra HD,Present,None,3840,2160,Intel,Core i7 7700HQ,2.8,8,SSD,None,256.0,0.0,256.0,Nvidia,Quadro M1200,Windows 10,1.78,2712.0
406,Lenovo,Ultrabook,Thinkpad X1,14.0,,None,Present,2560,1440,Intel,Core i7 7500U,2.7,16,SSD,None,1000.0,0.0,1000.0,Intel,HD Graphics 620,Windows 10,1.13,2625.0
407,Lenovo,Notebook,IdeaPad 320-15IAP,15.6,,,,1366,768,Intel,Celeron Dual Core N3350,1.1,4,HDD,None,1000.0,0.0,1000.0,Intel,HD Graphics 500,Windows 10,2.2,306.0
408,Asus,Gaming,FX753VD-GC461T (i7-7700HQ/16GB/1TB,17.3,Full HD,None,None,1920,1080,Intel,Core i7 7700HQ,2.8,16,SSD,Present,256.0,1000.0,1256.0,Nvidia,GeForce GTX 1050,Windows 10,2.9,1529.0
409,Lenovo,Notebook,ThinkPad E580,15.6,Full HD,None,Present,1920,1080,Intel,Core i5 8250U,1.6,8,SSD,Present,256.0,1000.0,1256.0,AMD,Radeon RX 550,Windows 10,2.1,1144.5
410,Acer,Notebook,Aspire 7,15.6,Full HD,None,None,1920,1080,Intel,Core i7 7700HQ,2.8,8,SSD,None,256.0,0.0,256.0,Nvidia,GeForce GTX 1050,Linux,2.5,879.0
411,MSI,Gaming,GE73VR 7RF,17.3,Full HD,None,None,1920,1080,Intel,Core i7 7700HQ,2.8,16,SSD,Present,256.0,1000.0,1256.0,Nvidia,GeForce GTX 1070,Windows 10,2.8,2249.0
412,Asus,Ultrabook,Zenbook 3,14.0,Full HD,None,None,1920,1080,Intel,Core i7 7500U,2.7,8,SSD,None,512.0,0.0,512.0,Intel,HD Graphics 620,Windows 10,1.1,1873.0
413,Toshiba,Ultrabook,Portege Z30-C-16P,13.3,Full HD,None,None,1920,1080,Intel,Core i7 6500U,2.5,16,SSD,None,512.0,0.0,512.0,Intel,HD Graphics 520,Windows 10,1.2,1747.0
414,Dell,Ultrabook,Latitude 7480,14.0,Full HD,None,None,1920,1080,Intel,Core i7 7600U,2.8,8,SSD,None,512.0,0.0,512.0,Intel,HD Graphics,Windows 10,1.36,1680.0
415,Lenovo,Notebook,IdeaPad 320-15ISK,15.6,Full HD,None,None,1920,1080,Intel,Core i3 6006U,2.0,4,HDD,None,500.0,0.0,500.0,Intel,HD Graphics 520,Windows 10,2.2,409.0
416,Lenovo,Notebook,Lenovo IdeaPad,11.6,,,,1366,768,Intel,Celeron Dual Core N3350,1.1,2,FlashStorage,None,32.0,0.0,32.0,Intel,HD Graphics 500,Windows 10,1.15,304.45
417,Lenovo,Workstation,ThinkPad P51,15.6,Full HD,None,None,1920,1080,Intel,Core i7 7700HQ,2.8,8,SSD,None,512.0,0.0,512.0,Nvidia,Quadro M1200,Windows 10,2.67,1925.0
